complaint_what_happened,ticket_classification,processed_text
"I am a current business customer with Chase bank. I opened my account in 2014. My account is currently FROZEN with NO access to my money. As a small business owner, I 've been building my client base and have conducted mostly smaller transactions. Four weeks ago, I received a very large wire deposit from a client. It was my company 's largest sale to date. After the funds cleared, I attempted to send payments as wire transfers to all my vendors, none of which went through. That is what alerted me to the issue. Chase did not contact me with any fraud alerts. I just stopped having access to the account. At first, Chase explained that they identified some fraudulent activity. They were concerned that my account had experienced a large spike in activity. I was asked, then verified all charges as legitimate. The Chase rep stated that my account would be cleared by next business day. Still no access by next business day. When I followed up, the Chase rep then stated that they were investigating the source of the large wire transfer and I had to provide all of my invoices and tax returns to prove that I was a legitimate business. They did not provide this information willingly, though. Chase stated that under the Patriot Act, they do not have to explain themselves. However, I provided all requested documents. To date, I had been in business for over 2 years. Chase then stated I had to wait 10 business days for the investigation to clear. I did and the account was still frozen. After doing some searching regarding people who have experienced similar situations with Chase, I found that Chase had an Executive Customer Service office dedicated to solving out-of-ordinary issues. I called them. The rep was very apologetic and stated that my account would be accessible next business day. Next day, the account was still frozen. The rep who was originally assisting me was not there, and another representative stated that reactivating the account "" takes time '' and that they "" ca n't just press a button to make it happen. '' The next day with no access to my account, the original rep then admitted that someone had made an error and the investigation had started all over again. UNBELIEVABLE! I was asked to submit all my proof once again. So, today, I submitted all the SAME documents from the original request. I actually forwarded the same email I sent two weeks ago. Chase stated that they needed these documents again because they no longer had them in their possession. Where did my documents go? I had to submit my tax returns. Essentially, they have admitted misplacing documents with sensitive personal information. Everytime XXXX call, I am on the phone for at least 30-60 minutes. In the meantime, the money which would pay my salary, is being withheld, limiting resources that would support my family. I waited for the "" investigation '' to run it 's course, was told that everything was cleared, and, then NOTHING HAPPENED. They provided no explanation of how this could come to pass. Now, they want to start the process over again. There is no transparency in the process. In addition to submitting this complaint, I have asked our Congressman 's office for help. If I do not get a resolution shortly, I will be forced to take legal action and post this rather embarrassing situation on social media. This, apparently, is the only way to get the attention of banks like Chase.",Bank account or service + Checking account,busi custom bank account account access money busi owner client base conduct transact week larg wire deposit client compani sale date fund payment wire transfer vendor none issu fraud alert access account chase explain fraudul activ concern account spike activ ask charg legitim state account busi day access busi day state investig sourc larg wire transfer provid tax return legitim busi inform state patriot act explain howev request document date busi year chase state day account search regard peopl situat chase custom servic solv issu call rep apologet state account access busi day day account assist state reactiv account time button happen. day access account admit someon error start submit proof today submit document origin request week chase state need document possess document tax return essenti document sensit person inform call phone minut meantim money salari withheld limit resourc famili run cours everyth happen provid explan pass process transpar process addit submit complaint congressman help action post embarrass appar way bank chase
"Bottom line is my credit has unjustly been damaged. My house payment originated with XXXX  XXXX XXXX, then we went bankrupt ourselves in XXXX, and the house was "" NOT '' reaffirmed, so they stopped reporting immediately, then XXXX took over, always asking if our intention was to keep the home, ( it was ) in all correspondence. Then XXXX got the mortgage, they honored the law, and didn't report either. But when XXXX XXXX too over, unbeknownst to me, started reporting me, and stated "" they weren't told '' about the bankruptcy??? So even last week, synchrony refused to reinstate my credit line, my score has crept up a little, since it, thru dispute, was finally removed, but the damage still lingers as my score is in the low to mid 600 now. 

On about XX/XX/XXXX XXXX took over, from XXXX. The letter from XXXX 's bankruptcy people stated not to send a payment, so we didn't, and when we got a letter from XXXX they stated we were 2 months behind, we sold, and paid off, our house following around XX/XX/XXXX and by then it showed 3 months behind. That remained unchanged, not showing paid, not removed, or at least corrected, for about 1/2 a year. We began contacting them, early XXXX with them promising a correction. But they never did correct it. 

XXXX has lowered and closed all of my credit lines. XXXX has lowered my line. Chase has lowered my credit line. My score dropped to the low 500 's from high XXXX XXXX 's. 

The credit bureau 's have finally removed last month ( late XXXX ), after a lengthy dispute, worsened by temporary Covid delay, but my score and credit lines are still severely damaged, due to lowered, and closed credit lines, affecting my credit utilization. 

Bottom line is, House the house was "" NOT '' reaffirmed, so this should have never happened.","Credit reporting, credit repair services, or other personal consumer reports + Credit reporting",line credit damag payment origin  reaffirm report immedi intent keep home correspond honor law   report state bankruptci week refus reinstat credit line score crept littl sinc thru disput remov damag mid   letter  bankruptci peopl state payment letter state month month show remov year promis correct close credit line line credit line drop credit bureau remov month  disput temporari covid delay credit line damag credit line credit util line reaffirm
"I requested for mortgage assistance with Chase several times and only qualified for the program short sale or deed in lieu of a foreclosure. I accepted the fact that I had only the option of the short sale. In XX/XX/2016 the house was placed on the market as a short sale. The house had a offer within two weeks of being placed on the market. I contacted Chase to see if I qualified for the HAFA/Relocation assistance. The Chase representative looked into my account and told me I was eligible for the HAFA assistance at the full amount of {$10000.00}. My realtor has been very timely in sending Chase all documents needed for the short sale. Since the offer has been submitted in XX/XX/2016 Chase has been dragging their feet in this process. Now the HAFA/relocation program has expired XX/XX/2016 and Chase is telling me I no longer qualify for relocation assistance, even when my home was listed and going through the process prior to the XX/XX/2016 expiration date. I feel my account and loan should still be honored for the relocation assistance. I 'm making sure the property is being taken care of and has not been abandoned through this process and feel Chase should grant me the relocation assistance that I originally qualified for.",Mortgage + Conventional adjustable mortgage (ARM),request chase sever time program sale deed lieu foreclosur fact option sale place market sale offer week place market chase hafa/reloc assist chase account hafa amount realtor time chase document sale sinc offer submit chase drag process hafa/reloc program expir chase tell reloc assist home list process expir date account loan reloc assist properti care process feel chase reloc assist origin qualifi
"I contacted Chase regarding a promotion they were running for their Reserve card. The promotion provided XXXX bonus points. Since I was an existing Chase Slate customer I called their customer support organization to inquire about the new card promotion and confirmed I would be able to take advantage of the bonus points by upgrading my current account. I was told yes, but they needed to run my credit to increase my credit line to ensure I was eligible. They ran my credit and increased my limit. Fast forward 3 months, the bonus points were never received. I reached back out to try to resolve the problem. Spoke to an agent and someone claiming to be in a management role. They would not share the call recording with me and simply said that they could not honor the bonus points since I was a current customer. I also went on twitter to try to escalate, but Chase did not resolve the issue and stopped communication with me. I feel like I was not provided accurate information and would not have upgraded my card ( which includes a annual fee ) if I knew I was not going to receive the bonus points.",Credit card or prepaid card + General-purpose credit card or charge card,chase regard promot card promot provid bonus point chase slate custom call custom support card promot confirm account credit credit line elig credit limit month bonus point resolv problem someon claim role share record simpli custom tri resolv issu stop communic provid accur inform card fee bonus point
"I wrote a check from my Chase Bank account to a XXXX customer. The check was deposited into XXXX checking account ; it was cleared and the image was posted on my Chase account. However, the payee reported that the check in her XXXX account was reversed with a fee, after it had been credited. Who has the money? The money was already drawn from my Chase account by XXXX. How can I trace this money?",Bank account or service + Checking account,bank account custom deposit check account imag post chase account howev report check account fee credit money money drawn chase account trace money
"I have held different credits cards from chase at different times and always paid my debt in full. In XXXX, I requested for my account to be closed and paid off my balance on the last account I held with Chase. 
In XXXX, I discovered that a negative report was placed on my credit score. I disputed this with XXXX  and called Chase to find out why  there was a negative report on my account. I got a run around from, purchasing some items while in Carlifonia in XXXX of XXXX or XX/XX/XXXX. I denied ever stepping foot in Carlifonia or making any purchases with a chase card credit card in over 2 years. This charge was ascribed to the different cards I had used and closed. I pointed this out to the representative and even him the last chase credit card number I held. I requested for a copy of the statement showing what was charged in my account as I had closed all my chase cards, but Chase declined to give me a copy of the statement. 
It is for this reason that I am making a complaint against Chase for the wrongful negative report as there was a charge after I paid up my account. I do not owe Chase Credit any amount and wish the negative report lifted from my account as it is erroneous.","Credit reporting, credit repair services, or other personal consumer reports + Credit reporting",differ credit card chase differ time alway debt  request account balanc account chase  report place credit score call chase report account item carlifonia deni foot chase card credit card year charg ascrib card use point chase credit card number request copi statement show chase card declin copi statement reason complaint chase report charg account chase credit amount report lift account erron
"I was looking over my Chase/amazon  credit card XXXX statement. When I closely got to looking at it. I noticed I was being charged for amazon XXXX, amazon XXXX, and was getting double billed. Amazon XXXX was billed on XX/XX/XXXX and XX/XX/XXXX for XXXX. On XX/XX/XXXX I was charged XXXXfor Amazon XXXX. Then on XX/XX/XXXX I was charged XXXX for Amazon XXXX, and then again on XX/XX/XXXX for XXXX. I only agreed to pay for the one amazon XXXX. Which I was told included the music free shipping, and video. As I was talking to them. I decided to look at another old bill. When I got to looking at that one, I noticed back on XX/XX/XXXX and on XX/XX/XXXX I was charged XXXX for amazon XXXX, On XX/XX/XXXX I was charged XXXX, and on XX/XX/XXXX I was charged XXXX for amazon XXXX. Now before I mention the old bill the lady said they will reimburse me the 2 months of music. When I mention the charges that go back to XXXX. I was told that they would pay me for the double billing, but not for the music. After question that they ended up paying back the XXXX  and 2 payments of the music. The total amount XXXX. Then when I went to ask any question. The lady couldn't answer any of my question. Then I called Chase. I explained to the gentlemen what was going on. He went to look it up. Then told me then I have been charged for the music since XX/XX/XXXX and the video since XXXX of XXXX. Never did tell me about the double billing on the XXXX. Then he told me that since there was so many transactions he had to send me to another department. Where I spoke to a lady. She explained to me that she could only go back to XXXX of XXXX. So now I am out of that money that they took out for a year.",Credit card or prepaid card + General-purpose credit card or charge card,look chase/amazon credit card statement look charg amazon amazon bill bill charg amazon amazon pay amazon  music ship video talk decid look bill  charg amazon charg charg amazon mention bill ladi month music mention charg doubl bill music end pay payment music amount question ladi question call chase look music sinc video sinc bill transact depart ladi explain money year
"XX/XX/XXXX I applied for Loss Mitigation Assistance through my Servicer Chase which is supposed to be provided to me under the terms of the numerous Settlement Agreements Chase has made with the United States government over their wrong doing in the XX/XX/XXXX financial collapse.I also know that I am qualified under the terms the government set forth for Chase. For a year now I have been told I am qualified for assistance but have been delayed by Chase without any written or verbal reason. I have been asked to submit numerous documents several times, duplicate, triplicate and more. On this final attempt to settle my account after Chase approved loss mitigation for my account Chase does n't seem to know how to receive or may contact with the investor on my mortgage which is absurd. I have been waiting for 10 days to close this file out with Chase and they ca n't or wo n't make a decision. As the servicer they must have the authority to make final decisions on my loan in a time specific manner as they agreed to this in their court settlements with the government",Mortgage + Conventional adjustable mortgage (ARM),loss mitig chase suppos term settlement agreement chase unit state govern financi collapse.i term govern chase year delay chase reason document sever time attempt settl account loss mitig account receiv investor mortgag absurd day chase decis decis loan time manner court settlement govern
"In early XXXX 2016 I submitted my request for short sale consideration. My representative at the time was "" XXXX XXXX ''. There are quotations around the name because I do not know if this is a real person or a name that is placed on these documents. Every time I have called throughout the initial phase of this process I have never been able to make contact with "" XXXX ''. 
On XXXX XXXX, 2016, I received documentation from chase requesting additional information for my short sale request. The letter acknowledged receipt of the purchase agreement from my real estate representative. The letter identified that I needed to call regarding the documents I faxed over for short sale consideration. I called repeated times and could never get a hold of "" XXXX XXXX ''. 
On XXXX XXXX, 2016 I received confirmation that my short sale confirmation was completed and approved. In the documentation it asked for me to choose a real estate agent. List our home at fair market value, complete a form and send with listing agreement. All of this was sent well before this date. I did not know why I was getting this document only to think that the documents I had previously sent were lost or destroyed. 
On XXXX XXXX, 2016 I received documents stating that my documents were being reviewed to see if I was eligible for a short sale ; contradictory to the letter I received on XXXX XXXX, 2016. This letter requested a copy of the seller 's financial documents and related documents, signed listing agreement ( already provided on or before XXXX XXXX 2016 ), copy of purchase/sales contract ( already provided on or before XXXX XXXX 2016 ), a XXXX settlement statement, and information about real estate commissions. 
Due to my repeated attempt to contact "" XXXX XXXX '' with negative results I finally typed a letter and faxed it to XXXX and sent it via XXXX Mail. I never heard form "" XXXX XXXX '' after these attempts. 
On XXXX XXXX, 2016 I faxed another letter asking "" XXXX XXXX '' to contact me. The fax was sent to XXXX using the Chase fax cover sheet. 
On XXXX XXXX, 2016 I received paperwork offering me to participate in the short sale program. Was I not in the short sale program already? I was approved for it XXXX XXXX, 2016. I called and was not able to contact "" XXXX XXXX '' and was told by another representative in the short sale department that my new representative was "" XXXX XXXX ''. I was not able to contact "" XXXX ''. The representative stated that my real estate agent needed to provide a copy of the sales contract, XXXX, XXXX Listing, and a buyer pre-approval letter. I told the representative that most of those documents had already been provided over a month before. He had no answer for me and recommended I contact "" XXXX '' who has my file. I requested to leave a message for "" XXXX '' on his voice mailbox, but apparently that does not exist in this department. The representative stated he would send a direct message to "" XXXX '' to have him call me. "" XXXX '' never called. 
On XXXX XXXX, 2016 I received another letter stating they recently received my request to review my eligibility for a short sale. ( This was approved on XXXX XXXX, why am I receiving this now? Did they lose my paperwork? ) On XXXX XXXX, 2016 I received paperwork stating they are reviewing my eligibility for a short sale but they need more information. Chase needed a copy of the purchase/sales contract, real estate commission information, and XXXX document. All this information was provided in XXXX. Once again inconsistent information was being requested. 
I called on XXXX XXXX 2016 and was told by XXXX XXXX that XXXX XXXX my new service representative. She also stated that information was sent via the "" XXXX '' system to my real estate agent asking for a pre-approval letter, XXXX, proof of funds.",Mortgage + Conventional adjustable mortgage (ARM),earli  submit request sale consider time  name person place document time call phase process contact  document chase request addit inform sale request letter receipt purchas agreement estat letter document fax sale consider repeat time   receiv confirm sale complet approv document ask choos agent list home fair market valu complet form list agreement date sent destroy  receiv document state document review sale letter receiv letter request copi seller document relat document list agreement provid purchase/sal contract provid settlement statement commiss repeat attempt contact  result type letter fax mail form  attempt   fax letter contact fax use chase fax cover sheet  receiv paperwork offer sale program sale program alreadi  call abl contact  sale state estat agent need sale contract  list buyer letter month contact file request leav messag voic mailbox depart state messag me.  receiv letter state receiv request review sale receiv paperwork   receiv paperwork state review elig sale inform copi purchase/sal contract estat commiss inform document inform provid inconsist inform request  state inform system agent letter proof fund
"Dear Sir, I have received a letter from Chase that there is account on my name, which was numbered was "" XXXX '', I do not have any business with chase on any kind of loan or insurance, there were two credit cards ( ending XXXX  and XXXX ) and both were closed on XX/XX/2018 and XX/XX/2018 respectively ( letters are part of the CHASE CFPB Complaint IDs XXXX,XXXX and XXXX ). Individual credit card ending XXXX closed with XXXX balance on XX/XX/2018 and Individual credit card ending XXXX closed on XX/XX/2018 and I am paying remaining balance monthly. Apart from these two individual closed credit cards XXXX and XXXX, I do not have any business or no loans or no insurance or no business with chase at all. All of sudden I received the letter from chase that there is a account 'XXXX  ' on my name, address and social, which is a fraud, crime and identity theft. Could CFPB direct respective credit bureaus to explain me the full details of disputed fraudulent account 'XXXX ' in written response called on my name, social, rental apartment address and various identification details. I also observed that there is a phone number called 'XXXX ( Home Equity of Chase ) ', does it mean that someone has taken the loan using my name, social, address and various identification details fraudulently without my consent and authorization. Could CFPB kindly direct all the credit bureaus to file complaint against chase and account number 'XXXX  ' under forgery,, fraud, identity theft and crime. This is a fraud and crime that someone has taken the loan on my name, social, rental apartment address and various identification details without my consent and authorization. I am going to file the police complaint and communicate to federal department. Could CFPB kindly direct credit bureaus to dispute this fraudulent account 'XXXX  ', file a complaint against chase, provide me the complete details of this account and remove it from credit report under forgery, identity theft and crime. I do not have any business with chase and I have no idea what are other fraudulent details they used to obtain this loan using my identity and social.","Credit reporting, credit repair services, or other personal consumer reports + Credit reporting",sir letter chase account name number chase kind loan insur credit card 2018 respect letter part chase cfpb complaint id credit end balanc individu credit end pay month credit card busi loan insur chase receiv letter chase account name fraud crime ident theft respect credit bureaus detail disput fraudul account name detail phone number call home chase someon loan use name detail fraudul consent author kind credit bureaus file complaint chase account number forgeri fraud ident theft crime fraud crime someon loan name detail consent author complaint feder depart kind credit bureaus account complaint chase complet detail account credit report forgeri ident theft crime chase idea fraudul detail use loan use
Hard inquiries without my knowledge -chace -XXXX I didnt applied for any credit line for this two companies.,"Credit reporting, credit repair services, or other personal consumer reports + Credit reporting",inquiri -chace didnt appli credit line compani
"There is a CHASE SLATE credit card opened by someone else under my name which i believe my identity was stolen while i traveling abroad. 

Chase Contact Information XXXX XXXX XXXX XXXX, DE XXXX ( XXXX ) XXXX","Credit reporting, credit repair services, or other personal consumer reports + Credit reporting",chase slate credit card someon ident travel inform   
IVE TIRED SEVERAL TIMES TO CALL THIS COMPANY AND THEY KEEP SAYING THEY HAVE NO INFORMATION ON ME. ALSO SENT LETTER TO SHOW THIS WAS MY ACCT BUT THEY DIDNT SEND BACK ANY VALIDATION OR VERIFICATION THAT I REQUESTED. SENT LETTER ON XX/XX/2018 STILL NO RESPONSE FROM THIS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports + Credit reporting",tire sever time call compani inform letter show verif request letter 2018 compani
"I just received a notice in the mail ( XXXX-17 ) that my Chase credit card 's terms are changing. Specifically my interest rate is being increased from a moderate, but not entirely unreasonable ~10.9 % APR to 15.75 % APR. They did not provide what I consider to be a valid reason for the change. This was not based upon missing payments, nor upon credit history, or any other of what I would consider to be "" reasonable '' justifications. 

Their sole justification effectively boiled down to "" we 're not charging you a high enough interest rate, so we 're increasing your rate by ~50 %. '' In the more 'legalese ' verbiage of the notice, the only justification for this outrageous increase is "" ... because your APRs are below the lowest APRs we currently offer on similar accounts. '' To me, this is simply them saying, "" we 're not over-charging you to the same extent we 've managed to over-charge everyone else through our methodical long-term upward APR creep, so, we 're simply adding an extra 50 % to your APR, welcome to the club. '' Sure, they say that you can "" reject the change, '' but if you do so, the only recourse listed is to "" notify them in writing and then stop using and close the account. '' To me this is quite unacceptable. I 've had this account for years. Probably a decade even. They inherited it from Washington Mutual. And, up until now, they have never seemingly had a single problem with my account resting at 10 %, and taking their pound of flesh, so-to-speak. So, why, all of a sudden is a rate closer to what I would call a "" penalty interest rate '' apparently the "" lowest they 're willing to go ''? 

In my opinion, an un-telegraphed 50 % increase in APR, with no justification other than "" we want more money, '' is simply nonsensical. 

And, for reference, my card at a competing "" too big to fail '' institution is only 8.90 %, and has been equally stable for approximately a decade. Chase has always charged a higher rate with a lower spending cap than the equivalent larger cap and lower interest rate. Now, they seem intent to charge DOUBLE what I 'm paying at the other institution. To me that says, it 's not me that 's the problem, it 's them. Pure and simple.",Credit card or prepaid card + General-purpose credit card or charge card,receiv mail chase credit card term chang interest rate moder % % apr consid reason chang base payment credit histori reason justif justif effect boil charg interest rate rate % verbiag offer accounts. extent ve everyon apr creep ad % apr chang list write stop use quit ve account year probabl problem account % pound flesh rate interest rate re opinion % apr money simpli refer card compet fail % stabl approxim decad rate equival cap interest rate charg doubl pay institut problem pure simpl
"Ive always paid my bill and paid off my card numerous times over the past few years, thousands of dollars and even been rewarded increase, my bill was due on the XXXX of XXXX, due to the Corona virus I called in 3 days past my date and come to find out they closed my account! No notice! No phone call, they would even disclose why, Im severely upset and offended now I have no card and balance that was in the works to be paid off, I want my card back and a reason why, even if Ive never been late to have my card closed for no good reason not fair ....",Credit card or prepaid card + General-purpose credit card or charge card,alway bill time year dollar bill  corona virus call day date account phone call card balanc work card reason card reason fair ....
"Someone has been fraudulently accessing my account, and they have my SSN and identification information. I 've called Chase 4 times requesting that security measures be placed on the account to prevent authorized access and disclosures. At first, after 3 hours on the phone with Chase, they said all they could do was change the account number and not allow access by SSN. However, I just called in today, and their system only asked for the last    XXXX   digits of the SSN, and it let me into the account. When I called Chase t oday, they now say they ca n't even do  (  the above ) as promised earlier and there is nothing I can do to secure access to this account. Today they tell me that are unable to change the account number and/or restrict access to anyone that calls in with the last  XXXX  of my SSN. I 've asked to speak to a supervisor and they refuse to transfer the call. The last person at Chase who I spoke to is  XXXX   XXXX ,  XXXX   XXXX .",Mortgage + Conventional home mortgage,someon access account ssn identif inform chase time request secur place account prevent author access disclosur hour phone chase account number access ssn howev call today system digit ssn account chase oday promis access account today chang account number access anyon call ssn ve ask speak supervisor refus transfer call person
"Chase is moving forward with a foreclosure sale on XXXX XXXX 's home despite the fact that her loss mitigation review remains pending. Dual tracking is a violation of Regulation X, 12 C.F.R. 1024.41 ( g ).",Mortgage + Conventional home mortgage,sale home despit fact loss mitig review track violat regul c.f.r g
"Hello, I was an authorized user on a relative chase credit card and had asked to be permanently removed from my credit report which they agreed and also have that address removed from my report as I am no longer staying there. For some reason it is still showing up. Just looking to have this corrected and moved from all credit reporting company 's as promised","Credit reporting, credit repair services, or other personal consumer reports + Credit reporting",hello author user chase credit card ask perman credit report report stay reason move credit report compani promis
"Received two letters dated XX/XX/2020 for two credit card accounts from "" CHASE Card Services '' and "" CHASE Cardmember Services ''. Subject : "" Update : You have only used some of the available credit on your Freedom account '' The body of the letter have my account ending numbers, my name and the following text : "" In reviewing your credit card account, we saw you spent far below your available credit limit in the last 12 months. Because or your limited usage, we're lowering your limit to {$13000.00} 30 days from the date of this letter. '' The credit limit as of XX/XX/2020 is {$26000.00}. This action would reduce my available credit to less than half the current amount. 
Subject : "" Update : You have only used some of the available credit on your CHASE SLATE account ''. The body of the letter have my account ending numbers, my name and the following text : "" In reviewing your credit card account we saw that your payments are low compared to your balance, and you spent far below your available credit limit. As a result, we're lowering your limit to {$7200.00} 30 days fro the date of this letter. '' The credit limit as of XX/XX/2020 is {$14000.00}. This action would reduce my available credit to less than half the current amount. 
These actions would destroy my credit score which is currently at a range of XXXX ( XXXX  ) to XXXX ( XXXX  ) as of XX/XX/2020. This action would have a negative effect on all of my credit accounts and my credit score. 
Chase Bank set these credit limits, not me. I am being penalized for being a responsible customer. This is not fair, and should be illegal under the "" Equal Credit Opportunity Act ''. I have 3 credit cards with Chase, one of which I requested. The other two accounts were with other banks which Chase bought and issued their credit cards. I have been a loyal and responsible customer of Chase for many years and this action is despicable. I would close these accounts but that would only do more harm to my credit score. I am being discriminated against for being a responsible credit customer. Chase has become a loan sharking company, if they can not collect late payment and sky high interest they destroy our credit rating. 
Please make the multi-billion dollar corporations subject to the law. American consumers are powerless to protect our hard earned credit worthiness under this system.",Credit card or prepaid card + General-purpose credit card or charge card,receiv letter date credit card card servic cardmemb servic subject updat use avail credit freedom letter account end number text credit card account spent credit limit month limit usag limit day date credit limit action credit amount subject updat use avail credit chase slate account letter account end number text credit card account payment compar balanc credit limit result limit day fro date credit limit action credit amount action credit score rang   2020 action effect credit account credit score bank credit limit custom fair credit opportun act credit card chase request account bank chase credit card chase year action despic account credit score discrimin credit custom loan shark compani payment sky interest destroy credit rate dollar corpor law consum powerless earn credit worthi system
"On XX/XX/XXXX I was told by salesman and his supervisor that I would get full value on my trade-in and told them I was only interested in trading in my XXXX XXXX XXXX if they could pay off the full amount of my remaining loan of {$11000.00}. They said yes, and I proceeded to purchase my XXXX XXXX XXXX from them. However, upon inspecting my bill of sale it is clear they only valued my trade-in at {$10000.00} and rolled the remaining {$1900.00} into the new vehicle loan. This was not pointed out at the time of sale and I did n't notice it until reviewing all the paperwork months later.",Vehicle loan or lease + Loan, salesman supervisor valu interest trade amount loan  howev bill sale roll loan point time sale review paperwork month
"On XXXX I made my XXXX mortgage payment ( XXXX ) on line with Chase Bank. On XXXX, I received a notice from my bank ( XXXX ) that my checking account had a negative balance of XXXX. I reviewed my account and Chase Bank had taken out XXXX payments, instead of XXXX. I contact them on XXXX and was told that XXXX could not be credited back the same day. But it would be back in my account on XXXX on XXXX the funds had not been put back into my account. I contact Chase and was told that, because the entire amount of XXXX was not being return, then I would have wait for a paper check to be sent out. I advise the associate to transfer me to a manager, she confirmed that her manager would speak with me, but she was ending a meeting and would take the call. She then came back and advise that her manager advise her that she would need to call me back. She provided me her manager 's phone number XXXX, but I did not understand the name. I then left a voice message for the manager, as she had requested. I called the manager back and received her voice mail again, I explain to her that my account was in negative and that I need to confirmed that funds would be credited back to me today. I then advise that I would be filing a complaint with the CFPB and that I would also being sending an email to the CEO.",Mortgage + Conventional fixed mortgage, payment line bank bank check account balanc  review account bank payment contact  credit day fund account contact chase amount return paper check advis associ transfer manag confirm manag meet call manag advis provid manag phone number understand name messag manag request call manag voic mail account fund credit today advis complaint cfpb email ceo
"I have been a chase customer for over 10 years. I had 2 credit cards with chase, a Slate card that I had for 10 years and a Sapphire card that I recently received in XX/XX/2018. In XX/XX/2018 I submitted multiple applications for chase cards that I took interest in to help built my credit score and profile. At the time I only had my Chase Slate account reporting on my credit. Shortly after that I found out that Chase cancelled both of my account and when speaking to a representative of chase they told me they cancelled them due to me applying for multiple applications and due to they noticed an increase in spending on my account. I was confused by that comment because my Chase Slate card was paid off and for my Sapphire card I was only spending 17 percent on my credit limit. I found out my Sapphire card was closed when I tried to purchase an educational course and was declined. I really Love chase and I was very happy to be a customer of theirs. I was very sad to see that my accounts were close after 10 years. And due to that my credit profile has really taken a hit.",Credit card or prepaid card + General-purpose credit card or charge card,chase custom year credit card chase card year receiv card interest help credit score profil time account report credit cancel account cancel appli multipl account comment chase card percent credit limit tri purchas educ declin chase happi custom see year credit profil hit
"Went to Chase bank for a refi. Only Bc of divorce and I need it out of my ex 's name. I only owe 14 years. The original loan was XXXX. I only wanted to refi the balance of XXXX. For 15 years. They took my XXXX. I gave them all the info requested. I have a credit score of XXXX/XXXX. They then need me to come in an sign a letter the mortgage person typed up. Stating that I live in my Condo. Bc I recently married. They had my husband fill out papers as cosigned when I do n't need it. They then asked for a 3 way call with my bank, I was 3 months ahead on my home loan in XXXX. Then they did it again fot a XXXX balance on my XXXX card. Then they had my husband do the same with his bank. Then they call us and make a offer for a higher interest rate then what we agreed on. A whole percent higher. Said they did n't believe I lived there. I said go there my clothes are there ask the management company. They refused and called me a liar. In fact she hung up on me. So I am out of the {$410.00} for the Loan. I can payoff the loan we have in money markets. But the unscubluous practice of Chase bank taking money and then changing the terms to get a higher rate is wrong and should be address. After thinking about it one day I went down to the front desk and asked our security do you keep records of my fob to get in and out of the building he said yes but he did n't know how far back it went. He went back to XXXX 2014. It shows every time I enter or left the building. He printed me a copy of my entrance and exits. I took them to my local bank and showed her and she said she would have the local manager call me. I got nothing from them. I called and left messages with the state of Fla area XXXX XXXX. He never returned my call. I would n't want a loan from them now if they gave it to me. I removed XXXX from my accounts there. And put it in my XXXX credit union. But I feel I should get my {$410.00}. They sent us through all kinds of unnecessary info and we provided it. We did on our end everything and was turned down. Chase should be penalized for taking people money. Yes make it know to everyone do not use Chase to do a refi or get a loan. Please feel free to call me. XXXX typed the letter at the bank and had us sign it. I have XXXX other investment properties that are rented out and I understand about investment and I put my XXXX % down years ago. Why would I rent out my home downtown where I love? Either way property appraiser has already dropped by and inspected for himself. I have his card. Which I told them about the unannounced inspection.",Mortgage + Conventional fixed mortgage,bank refi bc divorc ex name year origin loan balanc  year request credit score  sign letter person type state condo marri husband paper cosign way call bank month home loan fot balanc card husband bank offer interest rate agre percent ask manag compani call liar fact hung loan payoff loan money market chase bank money term rate address day desk ask keep record fob show time enter build print copi entranc exit bank show manag call call state area call loan remov account credit union kind info provid turn take peopl money everyon use chase refi get loan call letter bank rent understand invest % year home downtown way properti apprais drop inspect card inspect
